address,campus_name,category,district,location,name,slno,th_campus,type,university
"Sree Narayana College, Alathur, Erattakulam PO, Anjumoorthy, Palakkad-678 682","Sree Narayana College, Alathur",Arts/Science/Commerce College,Palakkad,https://maps.app.goo.gl/yBBL58vN6H857Te48,,242,False,Aided,Calicut University
"MP Moothedath Memorial Sree Narayana Trust College (MPMMSN), Shoranur, Palakkad-679 523","MP Moothedath Memorial Sree Narayana Trust College (MPMMSN), Shoranur",Arts/Science/Commerce College,Palakkad,https://www.google.com/maps/search/?api=1&query=MP%20Moothedath%20Memorial%20Sree%20Narayana%20Trust%20College%20%28MPMMSN%29%2C%20Shoranur%2C%20Palakkad-679%20523,,243,False,Aided,Calicut University
"Thunchath Ezhuthachan College of Management, Information Technology & Biotechnology (unaided), Elavanchery PO, Nemmara, Palakkad-678 508","Thunchath Ezhuthachan College of Management, Information Technology & Biotechnology, Nemmara",Arts/Science/Commerce College,Palakkad,https://maps.app.goo.gl/xCdMuD592cDVB9ZC6,,244,False,Unaided,Calicut University
"AWH College of Science and Technology, Anakkara, Palakkad","AWH College of Science and Technology, Anakkara",Arts/Science/Commerce College,Palakkad,https://www.google.com/maps/search/?api=1&query=AWH%20College%20of%20Science%20and%20Technology%2C%20Anakkara%2C%20Palakkad,,245,False,Unaided,Calicut University
"Yuvakshethra Institute of Management Studies, Ezhakkad, Mundur, Palakkad","Yuvakshethra Institute of Management Studies, Mundur",Arts/Science/Commerce College,Palakkad,https://www.google.com/maps/search/?api=1&query=Yuvakshethra%20Institute%20of%20Management%20Studies%2C%20Ezhakkad%2C%20Mundur%2C%20Palakkad,,246,False,Unaided,Calicut University
"Minority Arts and Science College, Vattapparamba, Othalur PO, Thrithala(via), Padinjarangadi, Palakkad 679 534",Minority Arts & Science College,Arts/Science/Commerce College,Palakkad,https://maps.app.goo.gl/7uXc5fwv2vYaf9d36,,247,False,Unaided,Calicut University
"Royal Institute of Science and Technoloogy (RIST), Mannaraparamba, Kappoor village, Palakkad","Royal Institute of Science & Technology, Mannarapparamba",Arts/Science/Commerce College,Palakkad,https://maps.app.goo.gl/gTM9okHwWjg9F3pr5,,248,False,Unaided,Calicut University
"Mount Seena College of Arts & Science, Akaloor Post, Lakkidi-Perur, Ottapalam, Palakkad 679302","Mount Seena College of Arts and Science, Akaloor",Arts/Science/Commerce College,Palakkad,https://www.google.com/maps/search/?api=1&query=Mount%20Seena%20College%20of%20Arts%20%26%20Science%2C%20Akaloor%20Post%2C%20Lakkidi-Perur%2C%20Ottapalam%2C%20Palakkad%20679302,,249,False,Unaided,Calicut University
"Ideal Arts & Science College , Cherpulassery, Karumanam Kurussi PO, Palakkad","Ideal Arts and Science College, Cherpulasseri",Arts/Science/Commerce College,Palakkad,https://maps.app.goo.gl/oS46H8ptDogs8YHF9,,250,False,Aided,Calicut University
"Cherpulassery College of Science and Technology, Karalmanna PO, Cherpulassery, Palakkad 679506","Cherpulassery College of Science Technology, Cherpulassery",Arts/Science/Commerce College,Palakkad,https://www.google.com/maps/search/?api=1&query=Cherpulassery%20College%20of%20Science%20and%20Technology%2C%20Karalmanna%20PO%2C%20Cherpulassery%2C%20Palakkad%20679506,,251,False,Unaided,Calicut University
"College of Applied Science, Vadakkenchery (MBR) Palakkad-678 683","College of Applied Science, Vadakkenchery",Applied Science (IHRD),Palakkad,https://maps.app.goo.gl/eAqMQTM5cpncVhZ37,,252,False,Unaided,Calicut University
"College of Applied Science, Kuzhalmannam, Kottayi-Palakkad","College of Applied Science, Kuzhalmannam",Applied Science (IHRD),Palakkad,https://maps.app.goo.gl/p2knkwWJfkb3DBLK7,,253,False,Unaided,Calicut University
"College of Applied Science, Malampuzha-Palakkad","College of Applied Science, Malampuzha",Applied Science (IHRD),Palakkad,https://maps.app.goo.gl/tB7L9FA2zr2qWfkr5,,254,False,Unaided,Calicut University
"College of Applied Science Attapadi, Agali 65858, Thrissur",College of Applied Science Attapadi,Applied Science (IHRD),Palakkad,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Science%20Attapadi%2C%20Agali%2065858%2C%20Thrissur,,255,False,Unaided,Calicut University
"Vishnu Ayurveda College, Govt. Press PO, Shoranur, Palakkad 679 122.","Vishnu Ayurveda College, Shoranur",Ayurveda College,Palakkad,https://maps.app.goo.gl/HbpADj39ME62TpaN6,,256,False,Unaided,Kerala University of Health Sciences
"Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College, Shoranur, Palakkad 679531","Poomulli Neelakandan Nampoodiripad Memorial Ayurveda Medical College, Shoranur",Ayurveda College,Palakkad,https://www.google.com/maps/search/?api=1&query=Poomulli%20Neelakandan%20Namboodiripad%20Memorial%20Ayurveda%20Medical%20College%2C%20Shoranur%2C%20Palakkad%20679531,,257,False,Unaided,Kerala University of Health Sciences
"Salafiyya Arbic College, Karinganad, Palakkad-679 309","Salafiyya Arabic College, Karinganad",Arabic/Oriental Title College,Palakkad,https://www.google.com/maps/search/?api=1&query=Salafiyya%20Arbic%20College%2C%20Karinganad%2C%20Palakkad-679%20309,,258,False,Unaided,Calicut University
"Markaz Oriental Arabic College, Thottakkara P.O., Ottappalam, Palakkad","Markaz Oriental College, Thottakkara",Arabic/Oriental Title College,Palakkad,https://www.google.com/maps/search/?api=1&query=Markaz%20Oriental%20Arabic%20College%2C%20Thottakkara%20P.O.%2C%20Ottappalam%2C%20Palakkad,,259,False,Unaided,Calicut University
"Islamiya Arabic College, Alathur PO, Palakkad","Islamiya Arabic College, Alathur",Arabic/Oriental Title College,Palakkad,https://www.google.com/maps/search/?api=1&query=Islamiya%20Arabic%20College%2C%20Alathur%20PO%2C%20Palakkad,,260,False,Unaided,Calicut University
"Government Engineering College, Sreekrishnapuram,Mannampatta PO, Palakkad","Government Engineering College, Sreekrishnapuram",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Government%20Engineering%20College%2C%20Sreekrishnapuram%2CMannampatta%20PO%2C%20Palakkad,,261,True,Aided,APJ Abdul Kalam Technological University
"NSS College of Engineering, Akathethara, Palakkad 678 008","NSS College of Engineering, Akathethara",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=NSS%20College%20of%20Engineering%2C%20Akathethara%2C%20Palakkad%20678%20008,,262,True,Aided,APJ Abdul Kalam Technological University
"Al-Ameen Engineering College, Kulappully, Shornur, Palakkad","Al-Ameen Engineering College, Shornur",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Al-Ameen%20Engineering%20College%2C%20Kulappully%2C%20Shornur%2C%20Palakkad,,263,False,Unaided,Calicut University
"Sreepathy Institute of Management and Technology (SIMAT), Vavanoor PO, Kootanad, Palakkad 679533","Sreepathi Institute of Management and Technology, Vavnoor",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Sreepathy%20Institute%20of%20Management%20and%20Technology%20%28SIMAT%29%2C%20Vavanoor%20PO%2C%20Kootanad%2C%20Palakkad%20679533,,264,False,Unaided,Calicut University
"Palakkad Institute of Science and Technology, Attayampathy, Govindapuram PO, Muthalamada, Palakkad","Palakkad Institute of Science and Technology, Attayampathy",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Palakkad%20Institute%20of%20Science%20and%20Technology%2C%20Attayampathy%2C%20Govindapuram%20PO%2C%20Muthalamada%2C%20Palakkad,,265,False,Unaided,Calicut University
"Jawaharlal College of Engineering and Technology, Jawahar Gardens, Mangalm, Lakkidiperur, Ottapalam, Palakkad 679301","Jawaharlal College of Engineering and Technology, Lakkidi",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Jawaharlal%20College%20of%20Engineering%20and%20Technology%2C%20Jawahar%20Gardens%2C%20Mangalm%2C%20Lakkidiperur%2C%20Ottapalam%2C%20Palakkad%20679301,,266,False,Unaided,APJ Abdul Kalam Technological University
"Prime College of Engineering, Erattayal, Kodumbu PO, Palakkad - 678551","Prime College of Engineering, Erattayal",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Prime%20College%20of%20Engineering%2C%20Erattayal%2C%20Kodumbu%20PO%2C%20Palakkad%20-%20678551,,267,False,Unaided,Calicut University
"Ammini College of Engineering, Kannampariyaram, Mankara, Palakkad 678613","Ammini College of Engineering, Kannampariyaram",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Ammini%20College%20of%20Engineering%2C%20Kannampariyaram%2C%20Mankara%2C%20Palakkad%20678613,,268,False,Unaided,APJ Abdul Kalam Technological University
"LEAD College of management - Dhoni, Palakkad","LEAD College of Management, Dhoni",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=LEAD%20College%20of%20management%20-%20Dhoni%2C%20Palakkad,,269,False,Unaided,Calicut University
"Chathamkulam Institute of Research and Advanced Studies, Menonpara 678556, Kanjikode (East), Palakkad","Chathanmkulam Institute of Research and Advanced Studies, Menonpara",Engineering/Technical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Chathamkulam%20Institute%20of%20Research%20and%20Advanced%20Studies%2C%20Menonpara%20678556%2C%20Kanjikode%20%28East%29%2C%20Palakkad,,270,False,Unaided,Calicut University
"Royal Dental College,Mannaraparamba, Chalissery PO, Palakkad 679 536","Royal Dental College, Chalissery",Dental College,Palakkad,https://maps.app.goo.gl/VstEmT7LfRHdvewN7,,271,False,Unaided,Kerala University of Health Sciences
"Grace College of Pharmacy, Athalur, Kodunthirappully, Palakkad 678 004","Grace College of Pharmacy, Athalur",Pharmacy College,Palakkad,https://maps.app.goo.gl/V1Ki3pJUV66jAafP6,,272,False,Unaided,Kerala University of Health Sciences
"NSS. Training College, Ottapalam, Palakkad-679 101","NSS Training College, Ottappalam",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=NSS.%20Training%20College%2C%20Ottapalam%2C%20Palakkad-679%20101,,273,False,Aided,Calicut University
"Holy Family College of Education for Women, Koduvayur PO, Palakkad 678 501","Holy Family College of Education for Women, Koduvayur",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=Holy%20Family%20College%20of%20Education%20for%20Women%2C%20Koduvayur%20PO%2C%20Palakkad%20678%20501,,274,False,Unaided,Calicut University
"Sree Narayana College of Teacher Education, Kottappuram PO, Sreekrishnapuram, Palakkad","Sree Narayana College of Teacher Education, Kottapuram",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20College%20of%20Teacher%20Education%2C%20Kottappuram%20PO%2C%20Sreekrishnapuram%2C%20Palakkad,,275,False,Unaided,Calicut University
"Sree Swamy Vivekananda Centre of Teacher Education, Mayilumpuram, Ottappalam, Palakkad 679102","Sree Swamy Vivekananda Centre of Teacher Education, Mayilumpuram",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=Sree%20Swamy%20Vivekananda%20Centre%20of%20Teacher%20Education%2C%20Mayilumpuram%2C%20Ottappalam%2C%20Palakkad%20679102,,276,False,Unaided,Calicut University
"Ezhuthachan Training College, PO Mannapra, Palakkad","Ezhuthachan Training College, Mannapra",Training College,Palakkad,https://maps.app.goo.gl/d9Wbx9rDG99BHmDE9,,277,False,Unaided,Calicut University
"Salafiyya Training College (unaided) Karinganad, Vilayur, Palakkad","Salafiyya Training College, Karinganad",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=Salafiyya%20Training%20College%20%28unaided%29%20Karinganad%2C%20Vilayur%2C%20Palakkad,,278,False,Unaided,Calicut University
"BSS BEd Training College, Alathur, Palakkad 678 541","BSS BEd Training College, Alathur",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=BSS%20BEd%20Training%20College%2C%20Alathur%2C%20Palakkad%20678%20541,,279,False,Unaided,Calicut University
"Kappungal Saydalavi Haji Memorial Training College, Edathanattukara, Palakkad","Kappungal Saydalavi Haji Memorial Training College, Edathanattukara",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=Kappungal%20Saydalavi%20Haji%20Memorial%20Training%20College%2C%20Edathanattukara%2C%20Palakkad,,280,False,Unaided,Calicut University
"Indu Memorial Teacher Training Centre, Kuzhalmannam, Palakkad-678 702","Indu Memorial Teacher Training Centre, Kuzhalmannam",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=Indu%20Memorial%20Teacher%20Training%20Centre%2C%20Kuzhalmannam%2C%20Palakkad-678%20702,,281,False,Unaided,Calicut University
"Sneha College of Teacher Education, Attayampathy, Govindapuram, palghat 678 507",Sneha College of Teacher Education Govindapuram,Training College,Palakkad,https://maps.app.goo.gl/BtbtFV8hzvpsFwBS7,,282,False,Unaided,Calicut University
"Bharatheeya Vidya Nikethan College of Teacher Education, Kallekkad PO, Palakkad 678 015","Bharatheeya Vidya Nikethan College of Teacher Education, Kallekkad",Training College,Palakkad,https://maps.app.goo.gl/8jNcL7rdnefMLmny8,,283,False,Unaided,Calicut University
"Ideal Training College, Karumanamkurussi PO, Cherpulasseri, Palakkad","Ideal Training College, Cherpulasseri",Training College,Palakkad,https://www.google.com/maps/search/?api=1&query=Ideal%20Training%20College%2C%20Karumanamkurussi%20PO%2C%20Cherpulasseri%2C%20Palakkad,,284,False,Unaided,Calicut University
"Crescent College of Nursing, Alathur PO, Palakkad 678 541","Crescent College of Nursing, Alathur",Training College,Palakkad,https://maps.app.goo.gl/7BXghQMLQoaRXkS88,,285,False,Unaided,Kerala University of Health Sciences
"Karuna Medical College, Villoyodi PO, Chittur, Palakkad 678 103","Karuna Medical College, Villoyodi",Medical College,Palakkad,https://www.google.com/maps/search/?api=1&query=Karuna%20Medical%20College%2C%20Villoyodi%20PO%2C%20Chittur%2C%20Palakkad%20678%20103,,286,False,Unaided,Kerala University of Health Sciences
"St. Aloysius College, Edathua 689 573, Alappuzha","St. Aloysius College, Edathua",Arts/Science/Commerce College,Alappuzha,https://www.google.com/maps/search/?api=1&query=St.%20Aloysius%20College%2C%20Edathua%20689%20573%2C%20Alappuzha,,287,False,Aided,Mahatma Gandhi University
"Porukara College of Education, Gagultha Monastery Campus, Champakulam East PO, Alappuzha 688 505","Porukara College of Education, Champakulam East",Training College,Alappuzha,https://maps.app.goo.gl/m5evQdeHJYY14jab9,,288,False,Unaided,Mahatma Gandhi University
"Government College, Kattappana, Idukki 685 508","Government College, Kattappana",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Government%20College%2C%20Kattappana%2C%20Idukki%20685%20508,,289,False,Aided,Mahatma Gandhi University
"Government College, Munnar, Idukki 685 612","Government College, Munnar",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Government%20College%2C%20Munnar%2C%20Idukki%20685%20612,,290,False,Aided,Mahatma Gandhi University
"MES College, Nedumkandam, Chembalam PO, Idukki 685 553","MES College, Nedumkandam",Arts/Science/Commerce College,Idukki,https://maps.app.goo.gl/UWbdjc5TXM6NtZkR7,,291,False,Aided,Mahatma Gandhi University
"Marian College, Kuttikanam PO, Peermade, Idukki 685 531","Marian College, Kuttikanam",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Marian%20College%2C%20Kuttikanam%20PO%2C%20Peermade%2C%20Idukki%20685%20531,,292,False,Aided,Mahatma Gandhi University
"NSS College, Rajakumari, Kulapparachal PO, Idukki 685 619","NSS College, Rajakumari",Arts/Science/Commerce College,Idukki,https://maps.app.goo.gl/MBYXy8yX3hKeWXNF8,,293,False,Aided,Mahatma Gandhi University
"Newman College, Thodupuzha East, Idukki 685 585","Newman College, Thodupuzha East",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Newman%20College%2C%20Thodupuzha%20East%2C%20Idukki%20685%20585,,294,False,Aided,Mahatma Gandhi University
"Pavanatma College, Murrickacherry, Idukki 685 604","Pavanatma College, Murrickacherry",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Pavanatma%20College%2C%20Murrickacherry%2C%20Idukki%20685%20604,,295,False,Aided,Mahatma Gandhi University
"St. Joseph  s College, Moolamattom, Arakulam PO, Idukki 685 591","St. Joseph  s College, Moolamattom",Arts/Science/Commerce College,Idukki,https://maps.app.goo.gl/E4zNxHF3i5racbK19,,296,False,Aided,Mahatma Gandhi University
"Al-Azhar College of Arts and Science, Perumpillichira PO, Thodupuzha - 685 605, Idukki","Al-Azhar College of Arts and Science, Perumpillichira",Arts/Science/Commerce College,Idukki,https://maps.app.goo.gl/fcZtPKmJkWhFkycd7,,297,False,Unaided,Mahatma Gandhi University
"College of Applied Science (IHRD), Madathil Arcade, Erattayar Road Kattappana, Idukki 685 508","College of Applied Science (IHRD), Madathil Arcade",Applied Science (IHRD),Idukki,https://maps.app.goo.gl/Ma6wRvZLN8yCCph39,,298,False,Unaided,Mahatma Gandhi University
"College of Applied Science (IHRD), Kuttikanam, Peerumedu, Idukki 685531","College of Applied Science (IHRD), Kuttikanam",Applied Science (IHRD),Idukki,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Science%20%28IHRD%29%2C%20Kuttikanam%2C%20Peerumedu%2C%20Idukki%20685531,,299,False,Unaided,Mahatma Gandhi University
"College of Applied Science (IHRD), Pulimoottil Building, Moolamattom Road, Thodupuzha, Idukki 685 584","College of Applied Science (IHRD), Thodupuzha",Applied Science (IHRD),Idukki,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Science%20%28IHRD%29%2C%20Pulimoottil%20Building%2C%20Moolamattom%20Road%2C%20Thodupuzha%2C%20Idukki%20685%20584,,300,False,Unaided,Mahatma Gandhi University
"DC School of Management and Technology, Pullikkanam PO, Vagamon, Idukki-685 503","DC School of Management and Technology, Pullikkanam",Arts/Science/Commerce College,Idukki,https://maps.app.goo.gl/X6RY6L6byZ5CX6gF7,,301,False,Unaided,Mahatma Gandhi University
"Holy Cross College of Management & Technology, Puttady, Idukki 685 551","Holy Cross College of Management & Technology, Puttady",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Holy%20Cross%20College%20of%20Management%20%26%20Technology%2C%20Puttady%2C%20Idukki%20685%20551,,302,False,Unaided,Mahatma Gandhi University
"Mar Baselios College, Adimaly, Idukki 685 561","Mar Baselios College, Adimaly",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Mar%20Baselios%20College%2C%20Adimaly%2C%20Idukki%20685%20561,,303,False,Unaided,Mahatma Gandhi University
"Santhigiri College of Computer Sciences, Vazhithala PO, Thodupuzha, Idukki 685 583","Santhigiri College of Computer Sciences, Vazhithala",Arts/Science/Commerce College,Idukki,https://www.google.com/maps/search/?api=1&query=Santhigiri%20College%20of%20Computer%20Sciences%2C%20Vazhithala%20PO%2C%20Thodupuzha%2C%20Idukki%20685%20583,,304,False,Unaided,Mahatma Gandhi University
"John Paul Memorial (JPM) Arts & Science College, Kanchiyar PO, Labbakkada, Kattappana, Idukki 685 511","John Paul Memorial (JPM) Arts & Science College, Kanchiyar",Arts/Science/Commerce College,Idukki,https://maps.app.goo.gl/RzXvNtnPfiSi1xx87,,305,False,Unaided,Mahatma Gandhi University
"College of Applied Sciences, Marayoor, Idukki 685620","College of Applied Sciences, Marayoor",Applied Science (IHRD),Idukki,https://maps.app.goo.gl/gucyyHxx7acFyWhEA,,306,False,Unaided,Mahatma Gandhi University
"College of Applied Sciences, Nedumkandam, Idukki 685553","College of Applied Sciences, Nedumkandam",Applied Science (IHRD),Idukki,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Sciences%2C%20Nedumkandam%2C%20Idukki%20685553,,307,False,Unaided,Mahatma Gandhi University
"Al-Azhar Training College, Perumpillichira PO, Thodupuzha, Idukki 685 605","Al-Azhar Training College, Perumpillichira",Training College,Idukki,https://maps.app.goo.gl/KCCog5233x6fZB416,,308,False,Unaided,Mahatma Gandhi University
"SNDP Yogam Training College, Adimali, Idukki 685 561","SNDP Yogam Training College, Adimali",Training College,Idukki,https://www.google.com/maps/search/?api=1&query=SNDP%20Yogam%20Training%20College%2C%20Adimali%2C%20Idukki%20685%20561,,309,False,Unaided,Mahatma Gandhi University
"St. Thomas College of Teacher Education, Mylacomb, Thodupuzha, Idukki 685 584","St. Thomas College of Teacher Education, Mylacomb",Training College,Idukki,https://www.google.com/maps/search/?api=1&query=St.%20Thomas%20College%20of%20Teacher%20Education%2C%20Mylacomb%2C%20Thodupuzha%2C%20Idukki%20685%20584,,310,False,Unaided,Mahatma Gandhi University
"John Paul Memorial BEd College, Labbakkada, Kanchiyar PO, Kattappana, Idukki 685511","John Paul Memorial BEd College, Labbakkada",Training College,Idukki,https://www.google.com/maps/search/?api=1&query=John%20Paul%20Memorial%20BEd%20College%2C%20Labbakkada%2C%20Kanchiyar%20PO%2C%20Kattappana%2C%20Idukki%20685511,,311,False,Unaided,Mahatma Gandhi University
"St.Joseph  s College of Physical Education, Moolamattom, Arakulam PO, Idukki-685 591","St.Joseph  s College of Physical Education, Moolamattom",Training College,Idukki,https://maps.app.goo.gl/hxX7DfXMwjF3mb1U9,,312,False,Unaided,Mahatma Gandhi University
"Government Engineering College, Painavu PO, Idukki-685 603","Government Engineering College, Painavu",Engineering/Technical College,Idukki,https://maps.app.goo.gl/tRpiXqkCJASzLJTa6,,313,False,Aided,APJ Abdul Kalam Technological University
"University College of Engineering, Muttom PO, Thodupuzha, Idukki 685 587","University College of Engineering, Thodupuzha",Engineering/Technical College,Idukki,https://www.google.com/maps/search/?api=1&query=University%20College%20of%20Engineering%2C%20Muttom%20PO%2C%20Thodupuzha%2C%20Idukki%20685%20587,,314,False,Unaided,APJ Abdul Kalam Technological University
"Al Azhar College of Engineering & Technology, Perumpillichira PO, Thodupuzha, Idukki 685605","Al Azhar College of Engineering & Technology, Perumpillichira",Engineering/Technical College,Idukki,https://www.google.com/maps/search/?api=1&query=Al%20Azhar%20College%20of%20Engineering%20%26%20Technology%2C%20Perumpillichira%20PO%2C%20Thodupuzha%2C%20Idukki%20685605,,315,False,Unaided,APJ Abdul Kalam Technological University
"Mar Baselius Christian College of Engineering and Technology, Pallikkunnu PO, Peerumedu, Idukki 685 531","Mar Baselius Christian College of Engineering and Technology, Peerumedu",Engineering/Technical College,Idukki,https://www.google.com/maps/search/?api=1&query=Mar%20Baselius%20Christian%20College%20of%20Engineering%20and%20Technology%2C%20Pallikkunnu%20PO%2C%20Peerumedu%2C%20Idukki%20685%20531,,316,True,Unaided,APJ Abdul Kalam Technological University
"Holy Family College of Nursing, Thodupuzha East PO, Idukki 685 585","Holy Family College of Nursing, Thodupuzha",Nursing College,Idukki,https://maps.app.goo.gl/bza4c3XtridtRPwB8,,317,False,Unaided,Kerala University of Health Sciences
"St Johns College of Nursing, Kattappana South PO, Idukki 685 515","St Johns College of Nursing, Kattappana South",Nursing College,Idukki,https://maps.app.goo.gl/Rpa5oXpCqyuD44wA7,,318,False,Unaided,Kerala University of Health Sciences
"Al-Azhar Dental College, Perumpillichira PO, Thodupuzha, Idukki 685605","Al-Azhar Dental College, Perumpillichira",Dental College,Idukki,https://www.google.com/maps/search/?api=1&query=Al-Azhar%20Dental%20College%2C%20Perumpillichira%20PO%2C%20Thodupuzha%2C%20Idukki%20685605,,319,False,Unaided,Kerala University of Health Sciences
"Bishop Abraham Memorial College, Thuruthicaud, Pathanamthitta 689 597","Bishop Abraham Memorial College, Thuruthicaud",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=Bishop%20Abraham%20Memorial%20College%2C%20Thuruthicaud%2C%20Pathanamthitta%20689%20597,,320,False,Aided,Mahatma Gandhi University
"Catholicate College, Basil Hills, Makkankunnu PO, Pathanamthitta - 689 645","Catholicate College, Pathanamthitta",Arts/Science/Commerce College,Pathanamthitta,https://maps.app.goo.gl/m1KgiHX2u1FQ2H8E6,,321,False,Aided,Mahatma Gandhi University
"DB Pampa College, Parumala, Pathanamthitta -689 626","DB Pampa College, Parumala",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=DB%20Pampa%20College%2C%20Parumala%2C%20Pathanamthitta%20-689%20626,,322,False,Aided,Mahatma Gandhi University
"Mar Thoma College, Kuttapuzha PO, Tiruvalla, Pathanamthitta- 689 103","Mar Thoma College, Kuttapuzha",Arts/Science/Commerce College,Pathanamthitta,https://maps.app.goo.gl/RYQeWTAdVkuckxJx9,,323,False,Aided,Mahatma Gandhi University
"Sahodaran Ayyappan Smaraka SNDP Yogam College, Konni, Pathanamthitta 689 691","Sahodaran Ayyappan Smaraka SNDP Yogam College, Konni",Arts/Science/Commerce College,Pathanamthitta,https://maps.app.goo.gl/qVs85mgo24fnR3CZ6,,324,False,Aided,Mahatma Gandhi University
"St. Thomas College, Kozhencherry 689 641, Pathanamthitta","St. Thomas College, Kozhencherry",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=St.%20Thomas%20College%2C%20Kozhencherry%20689%20641%2C%20Pathanamthitta,,325,False,Aided,Mahatma Gandhi University
"St.Thomas College, Ranni, Pazhavangadi PO, Pathanamthitta 689 673","St.Thomas College, Ranni",Arts/Science/Commerce College,Pathanamthitta,https://maps.app.goo.gl/JCRk31MWKnCeFJ1n6,,326,False,Aided,Mahatma Gandhi University
"College of Applied Science (IHRD), Mallappally West, Pathanamthitta","College of Applied Science (IHRD), Mallappally West",Applied Science (IHRD),Pathanamthitta,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Science%20%28IHRD%29%2C%20Mallappally%20West%2C%20Pathanamthitta,,327,False,Aided,Mahatma Gandhi University
"Mar Athanasius College for Advanced Studies (MACFAST), Thiruvalla, Pathanamthitta 689 101","Mar Athanasius College for Advanced Studies, Thiruvalla",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=Mar%20Athanasius%20College%20for%20Advanced%20Studies%20%28MACFAST%29%2C%20Thiruvalla%2C%20Pathanamthitta%20689%20101,,328,False,Unaided,Mahatma Gandhi University
"Mannam Memorial NSS College, Konni, Pathanamthitta-689691","Mannam Memorial NSS College, Konni",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=Mannam%20Memorial%20NSS%20College%2C%20Konni%2C%20Pathanamthitta-689691,,329,False,Unaided,Mahatma Gandhi University
"St. Mary  s College for Women, Paliakara, Thiruvalla-689 101, Pathanamthitta","St. Mary  s College for Women, Paliakara",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=St.%20Mary%20%20s%20College%20for%20Women%2C%20Paliakara%2C%20Thiruvalla-689%20101%2C%20Pathanamthitta,,330,False,Unaided,Mahatma Gandhi University
"St. Gregorios College of Social Science Parumala PO, Thiruvalla, Pathanamthitta-689626","St. Gregorios College of Social Science, Parumala",Paramedical & Allied Sciences,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=St.%20Gregorios%20College%20of%20Social%20Science%20Parumala%20PO%2C%20Thiruvalla%2C%20Pathanamthitta-689626,,331,False,Unaided,Kerala University of Health Sciences
"St. Johns College of Technology and Management, Priyadarshini Hills, Prakkanam PO, Pathanamthitta 689643","St. Johns College of Technology and Management, Prakkanam",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=St.%20Johns%20College%20of%20Technology%20and%20Management%2C%20Priyadarshini%20Hills%2C%20Prakkanam%20PO%2C%20Pathanamthitta%20689643,,332,False,Unaided,Mahatma Gandhi University
"VNS College of Arts and Science, Konni, Konnappara, Athumpumkulam PO, Pathanamthitta 689692","VNS College of Arts and Science, Konni",Arts/Science/Commerce College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=VNS%20College%20of%20Arts%20and%20Science%2C%20Konni%2C%20Konnappara%2C%20Athumpumkulam%20PO%2C%20Pathanamthitta%20689692,,333,False,Unaided,Mahatma Gandhi University
