campus_name,slno,address,university,district,category,type,location,th_campus
"Sri. C. Achutha Menon Government College, Kuttanellur",1,"Sri. C. Achutha Menon Government College, Kuttanellur, Thrissur",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Sri.%20C.%20Achutha%20Menon%20Government%20College%2C%20Kuttanellur%2C%20Thrissur,False
"Panampilly Memorial Government College, Chalakkudy",2,"Panampilly Memorial Government College, Chalakkudy, Potta  PO, Thrissur-680 307",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/f7xVWC3je9eyG2vC9,False
"KKTM Government College, Pullut",3,"KKTM Government College, Pullut, Thrissur-680 663",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=KKTM%20Government%20College%2C%20Pullut%2C%20Thrissur-680%20663,False
"Vimala College, Thrissur",4,"Vimala College, Thrissur-680 009",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Vimala%20College%2C%20Thrissur-680%20009,False
"St Mary  s College, Thrissur",5,"St. Mary's College, Thrissur-680 020",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=St.%20Mary%27s%20College%2C%20Thrissur-680%20020,False
"Sree Krishna College, Guruvayoor",6,"Sree Krishna College, Guruvayur, Ariyannur PO, Thrissur-680 102",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/ZT8j9QbfdFwiDcRr6,False
"St. Joseph College, Irinjalakuda",7,"St. Joseph's College, Irinjalakuda, Thrissur-680 121",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=St.%20Joseph%27s%20College%2C%20Irinjalakuda%2C%20Thrissur-680%20121,False
"Christ College, Irinjalakuda",8,"Christ College, Irinjalakuda, Thrissur-680 125",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/qt84jVvNyFtA1jDEA,False
"Sree Narayana College, Nattika",9,"Sree Narayana College, Nattika, Thrissur-680 566",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20College%2C%20Nattika%2C%20Thrissur-680%20566,False
"Sri Vyasa NSS College, Wadakkanchery",10,"Sree Vyasa N.S.S. College, P.O. Vyasagiri, Wadakkanchery, Thrissur",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Sree%20Vyasa%20N.S.S.%20College%2C%20P.O.%20Vyasagiri%2C%20Wadakkanchery%2C%20Thrissur,False
"MES Asmabi College, Kodungallur",11,"M. E. S. Asmabi College, P. Vemballur, Kodungallur PO, Thrissur-680 671",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/7hBKi1Ed8oyzda8Q6,False
"Sacred Heart College for Women, Chalakkudy",12,"Sacred Heart College for Women, Chalakkudy , Thrissur-680 307.",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Sacred%20Heart%20College%20for%20Women%2C%20Chalakkudy%20%2C%20Thrissur-680%20307.,False
"Carmel College, Mala",13,"Carmel College, Mala, Thrissur - 680 732",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/6V5MRbjjm5LUvs8T6,False
"Prajyothi Nikethan College, Puthukkad",14,"Prajyothi Niketan College, Pudukkad , Thrissur-680 301",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Prajyothi%20Niketan%20College%2C%20Pudukkad%20%2C%20Thrissur-680%20301,False
"Naipunnya Institute of Management & Computer Technology, Koratty",15,"Naipunnya Institute of Management & Computer Technology, Pongam, Koratty, Thrissur",Calicut University,Thrissur,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/w9rse3rAgedWbY4EA,False
"Mother Arts & Science College, Poovathur",16,"Mother Arts & Science College, Poovathur, Near Mullassery, Thrissur",Calicut University,Thrissur,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Mother%20Arts%20%26%20Science%20College%2C%20Poovathur%2C%20Near%20Mullassery%2C%20Thrissur,False
"AC Kunhumon Haji Memorial ICA College, Thozhiyur",17,"A.C. Kunhimon Haji Memorial I.C.A College Thozhiyur PO, Thrissur-680 520.",Calicut University,Thrissur,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=A.C.%20Kunhimon%20Haji%20Memorial%20I.C.A%20College%20Thozhiyur%20PO%2C%20Thrissur-680%20520.,False
"Ansar Women's College, Perumpilavu",18,"Ansar Women's College, Perumpilavu, Thrissur",Calicut University,Thrissur,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Ansar%20Women%27s%20College%2C%20Perumpilavu%2C%20Thrissur,False
"Don Bosco College, Mannuthy",19,"Don Bosco College, Mannuthy, Thrissur 680 651",Calicut University,Thrissur,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Don%20Bosco%20College%2C%20Mannuthy%2C%20Thrissur%20680%20651,False
"St. Thomas College, Thrissur",20,"St. Thomas College, Thrissur-680 001",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/pry6wCRURwK6sPu88,False
"Sree Kerala Varma College, Thrissur",21,"Sree Kerala Varma College, Thrissur-680 011",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Sree%20Kerala%20Varma%20College%2C%20Thrissur-680%20011,False
"Little Flower College, Guruvayur",22,"Little Flower College, Guruvayur, P.O. Puthanpally, Thrissur-680 103",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Little%20Flower%20College%2C%20Guruvayur%2C%20P.O.%20Puthanpally%2C%20Thrissur-680%20103,False
"Mar Dionysius College, Pazhanji",23,"Mar Dionysius College, Pazhanji, Thrissur-680 542",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/vwQAhyd2dQZVGB6Y9,False
"St. Aloysius College, Elthuruth",24,"St. Aloysius College, Elthuruth, P.O. Elthuruth, Thrissur-680 611",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/WuU1J8RvY8iAShq77,False
"Sree Vivekananda College, Kunnamkulam",25,"Sree Vivekananda College, Kunnamkulam, Kizhoor P.O, Thrissur-680 523",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/avdnYKnBdMUGCPkZ7,False
"Government Fine Arts College, Thrissur",26,"Government Fine Arts College, Thrissur",Calicut University,Thrissur,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Fine%20Arts%20College%2C%20Thrissur,False
"College of Applied Sciences, Chelakkara",27,"College of Applied Science, Chelakkara, Pazhayannur, Thrissur 680 567",Calicut University,Thrissur,Applied Science (IHRD),Aided,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Science%2C%20Chelakkara%2C%20Pazhayannur%2C%20Thrissur%20680%20567,False
"College of Applied Sciences, Valappad",28,"College of Applied Science,Valappad (P.O), Thrissur - 680 567",Calicut University,Thrissur,Applied Science (IHRD),Aided,https://maps.app.goo.gl/CE2MY9H8uXryg8a78,False
"Government Law College, Thrissur",29,"Government Law College, Ayyanthole, Thrissur 680003",Calicut University,Thrissur,Law College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Law%20College%2C%20Ayyanthole%2C%20Thrissur%20680003,False
"haqwa Afzal-Ul-Ulama Arabic College (Womens   Arabic College), Andathode",30,"Thaqwa Aflal-ul-ulama Arabic College, Andathode, Thrissur",Calicut University,Thrissur,Arabic/Oriental Title College,Aided,https://www.google.com/maps/search/?api=1&query=Thaqwa%20Aflal-ul-ulama%20Arabic%20College%2C%20Andathode%2C%20Thrissur,False
"Government Engineering College, Thrissur",31,"Government Engineering College, Engineering College PO, Thrissur",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Aided,https://maps.app.goo.gl/5Fo8Q5QwjfWXd7MB6,True
"MET  s School of Engineering, Mala",32,"MET 's School of Engineering, Mala, Thrissur 680735",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=MET%20%27s%20School%20of%20Engineering%2C%20Mala%2C%20Thrissur%20680735,False
"Nehru College of Engineering and Research Centre, Pampady",33,"Nehru College of Engineering and Research Centre, Pampady, Thrissur",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Nehru%20College%20of%20Engineering%20and%20Research%20Centre%2C%20Pampady%2C%20Thrissur,False
"IES College of Engineering, Chittilappilly",34,"IES College of Engineering Chittilappilly, Thrissur",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=IES%20College%20of%20Engineering%20Chittilappilly%2C%20Thrissur,False
"Sree Narayana Guru Institute of Science and Technology (SNGIST), Thekkethazham",35,"Sree Narayana Guru Institute of Science and Technology (SNGIST), Thekkethazham, Mannam PO, N.Parur, Ernakulam-683 520",Mahatma Gandhi University,Ernakulam,Arts/Science/Commerce College,,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20Guru%20Institute%20of%20Science%20and%20Technology%20%28SNGIST%29%2C%20Thekkethazham%2C%20Mannam%20PO%2C%20N.Parur%2C%20Ernakulam-683%20520,False
"Elijah Institute of Management Studies (ELIMS), Ponganamkad",36,"Elijah Institute of Management Studies (ELIMS), Ponganamkad, Kurichikkara PO, Thrissur 680028",Calicut University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Elijah%20Institute%20of%20Management%20Studies%20%28ELIMS%29%2C%20Ponganamkad%2C%20Kurichikkara%20PO%2C%20Thrissur%20680028,False
"Vidya Academy of Science & Technology, Thalakkottukara",37,"Vidya Academy of Science & Technology, Thalakkottukara, Thrissur 680501",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Vidya%20Academy%20of%20Science%20%26%20Technology%2C%20Thalakkottukara%2C%20Thrissur%20680501,False
"Institute of Management and Technology, Thrissur",38,"West Fort Higher Education Trust, PB No. 16, M.G Kavu Pottore, Thrissur 680 581",Calicut University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=West%20Fort%20Higher%20Education%20Trust%2C%20PB%20No.%2016%2C%20M.G%20Kavu%20Pottore%2C%20Thrissur%20680%20581,False
"Holy Grace Academy of Management Studies, Mala",39,"Holy Grace Academy of Management Studies, Annamanada - Mala Pallipuram Road, Valiyaparambu, Thrissur 680741,",Calicut University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Holy%20Grace%20Academy%20of%20Management%20Studies%2C%20Annamanada%20-%20Mala%20Pallipuram%20Road%2C%20Valiyaparambu%2C%20Thrissur%20680741%2C,False
"Thejus College Engineering College, Erumapetti",40,"Thejus Engineering College,9/403,Vellarakkad PO, Erumapetti Thrissur 680584",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://maps.app.goo.gl/1TsSvANu1kK2wPkU6,False
"Malabar College of Engineering and Technology, Pallur",41,"Malabar College of Engineering and Technology, Deshamangalam, Pallur (PO) Wdakkancherry (via), Thrissur 679532",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Malabar%20College%20of%20Engineering%20and%20Technology%2C%20Deshamangalam%2C%20Pallur%20%28PO%29%20Wdakkancherry%20%28via%29%2C%20Thrissur%20679532,False
"AXIS College of Engineering & Technology, Kodakara",42,"AXIS College of Engineering & Technology, Ambanoly,Murikkingal P.O ,Via-kodakara,Thrissur",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=AXIS%20College%20of%20Engineering%20%26%20Technology%2C%20Ambanoly%2CMurikkingal%20P.O%20%2CVia-kodakara%2CThrissur,False
"Sahrdaya College of Engineering & Technology, Kodakara",43,"Sahrdaya College of Engineering & Technology, Kodakara, Thrissur",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Sahrdaya%20College%20of%20Engineering%20%26%20Technology%2C%20Kodakara%2C%20Thrissur,False
"Jyothi Enginnering College, Cheruthuruthy",44,"Jyothi Engineering College, Jyothi Hills, Panjal Road, Vettikattiri PO, Cheruthuthuruthy, Thrissur 679531",APJ Abdul Kalam Technological University,Thrissur,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Jyothi%20Engineering%20College%2C%20Jyothi%20Hills%2C%20Panjal%20Road%2C%20Vettikattiri%20PO%2C%20Cheruthuthuruthy%2C%20Thrissur%20679531,True
"Government Medical College, Thrissur",45,"Government Medical College, Mulankunnathukavu, Thrissur-680 531",Kerala University of Health Sciences,Thrissur,Medical College,Aided,https://maps.app.goo.gl/naq4ZrQEVSdrEgqN7,False
"Mother College of Nursing, Olari",46,"Mother College of Nursing, Olari, Pullazhi PO, Thrissur 12",Kerala University of Health Sciences,Thrissur,Nursing College,Unaided,https://www.google.com/maps/search/?api=1&query=Mother%20College%20of%20Nursing%2C%20Olari%2C%20Pullazhi%20PO%2C%20Thrissur%2012,False
"Aswini College of Nursing, Nadathara",47,"Aswini College of Nursing, Nadathara, Thrissur 680 751",Kerala University of Health Sciences,Thrissur,Nursing College,Unaided,https://www.google.com/maps/search/?api=1&query=Aswini%20College%20of%20Nursing%2C%20Nadathara%2C%20Thrissur%20680%20751,False
"St. James College of Nursing, Chalakudy",48,"St. James College of Nursing, Govt. Hospital Road, River Bank, Chalakudy, Thrissur 680 307",Kerala University of Health Sciences,Thrissur,Nursing College,Aided,https://www.google.com/maps/search/?api=1&query=St.%20James%20College%20of%20Nursing%2C%20Govt.%20Hospital%20Road%2C%20River%20Bank%2C%20Chalakudy%2C%20Thrissur%20680%20307,False
"Jubilee Mission College of Nursing, Thrissur",49,"Jubilee Mission College of Nursing, Jubilee Gardens, Jubilee Mission PO, Thrissur, 680 005",Kerala University of Health Sciences,Thrissur,Nursing College,Unaided,https://maps.app.goo.gl/pi3QD9QZRchN4cJ9A,False
"Amala College of Nursing, Amala Nagar",50,"Amala College of Nursing, Amala Nagar, Thrissur 680 555",Kerala University of Health Sciences,Thrissur,Nursing College,Unaided,https://www.google.com/maps/search/?api=1&query=Amala%20College%20of%20Nursing%2C%20Amala%20Nagar%2C%20Thrissur%20680%20555,False
"Government College of Nursing, Medical College Campus",51,"Government College of Nursing, Medical College Campus PO, Vellappara, Mulankunnathukavu, Thrissur-680 596",Kerala University of Health Sciences,Thrissur,Nursing College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20College%20of%20Nursing%2C%20Medical%20College%20Campus%20PO%2C%20Vellappara%2C%20Mulankunnathukavu%2C%20Thrissur-680%20596,False
"Nehru College of Pharmacy, Pampady",52,"Nehru College of Pharmacy, Pampady, Thiruvillwamala, Thrissur",Kerala University of Health Sciences,Thrissur,Pharmacy College,Aided,https://www.google.com/maps/search/?api=1&query=Nehru%20College%20of%20Pharmacy%2C%20Pampady%2C%20Thiruvillwamala%2C%20Thrissur,False
"St. James College of Pharmaceutical Sciences, Chalakudy",53,"St. James College of Pharmaceutical Sciences, Govt. Hospital Road, River Bank, Chalakudy, Thrissur 680 307",Kerala University of Health Sciences,Thrissur,Pharmacy College,Aided,https://maps.app.goo.gl/Fyja9enFNzmjUCKT9,False
"JPE Training College, Koorkanchery",54,"JPE Training College, Koorkenchery, Thrissur-680 007",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=JPE%20Training%20College%2C%20Koorkenchery%2C%20Thrissur-680%20007,False
"Jesus Training College, Mala",55,"Jesus Training College (unaided), Neithakudy, Mala P.O, Thrissur-680 732",Calicut University,Thrissur,Training College,Unaided,https://maps.app.goo.gl/fLkNHCvTgxz7q1mq9,False
"Dr. Palpu Memorial SNDP Yogam College of Education, Kodungallur",56,"Dr. Palpu Memorial S.N.D.P Yogam College of Education, Kodungallur, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Dr.%20Palpu%20Memorial%20S.N.D.P%20Yogam%20College%20of%20Education%2C%20Kodungallur%2C%20Thrissur,False
"Navajyothi College of Teacher Education, Olarikkara",57,"Navajyothi College of Teacher Education for Women, Olarikkara, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Navajyothi%20College%20of%20Teacher%20Education%20for%20Women%2C%20Olarikkara%2C%20Thrissur,False
"Mahajubilee Training College, Mulloorkara",58,"Mahajubilee Training College, Mulloorkara, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Mahajubilee%20Training%20College%2C%20Mulloorkara%2C%20Thrissur,False
"Sree Vivekananda Teacher Education Centre, Akkikavu",59,"Sree Vivekananda Teacher Education Centre, Akkikkavu, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Sree%20Vivekananda%20Teacher%20Education%20Centre%2C%20Akkikkavu%2C%20Thrissur,False
"Ideal Educational Society Training College, Chittilappilly",60,"Ideal Educational Society Training College, Chittilappilly, Thrissur 680551",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Ideal%20Educational%20Society%20Training%20College%2C%20Chittilappilly%2C%20Thrissur%20680551,False
"Ansar Training College for Women, Perumpilavu",61,"Ansar Training College for Women, Perumpilavu, PO Karrikkad, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Ansar%20Training%20College%20for%20Women%2C%20Perumpilavu%2C%20PO%20Karrikkad%2C%20Thrissur,False
"Euphraisia Training College, Irinjalakuda",62,"Euphrasia Training College, Irinjalakuda, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Euphrasia%20Training%20College%2C%20Irinjalakuda%2C%20Thrissur,False
"St. Joseph  s Training College, Pavaratty",63,"St. Joseph's Training College, Pavaratty, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=St.%20Joseph%27s%20Training%20College%2C%20Pavaratty%2C%20Thrissur,False
"Institute of Advanced Study in Education, Thrissur",64,"Institute of Advanced Study in Education, Palace Road, Thrissur-20",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Institute%20of%20Advanced%20Study%20in%20Education%2C%20Palace%20Road%2C%20Thrissur-20,False
"Mar Osthatheos Training College, Perumpilavu",65,"Mar Osthatheos Training College, Perumpilavu, Kunnamkulam, Thrissur",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Mar%20Osthatheos%20Training%20College%2C%20Perumpilavu%2C%20Kunnamkulam%2C%20Thrissur,False
"Arafa Institute for Teacher Education, Attur",66,"Arafa Institute for Teacher Education, Arafa Nagar, Attur, Thrissur 680 583",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Arafa%20Institute%20for%20Teacher%20Education%2C%20Arafa%20Nagar%2C%20Attur%2C%20Thrissur%20680%20583,False
"Hindi Prachara Kendra College of Teacher Education, Kodungallur",67,"Hindi Prachara Kendra College of Teacher Education, Kodungallur, Thrissur - 680664",Calicut University,Thrissur,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Hindi%20Prachara%20Kendra%20College%20of%20Teacher%20Education%2C%20Kodungallur%2C%20Thrissur%20-%20680664,False
"CCSIT, Thalikulam",68,"CCSIT, Near G.V.H.S.S,Thalikkulam,Thrissur",Calicut University,Thrissur,Engineering/Technical College,Aided,https://www.google.com/maps/search/?api=1&query=CCSIT%2C%20Near%20G.V.H.S.S%2CThalikkulam%2CThrissur,False
Calicut University Teacher Education Centre. Valapad,69,"Calicut University Teacher Education Centre, Near Thirupazhamchery Temple, Valapad PO, Thrissur 680567",Calicut University,Thrissur,Training College,Aided,https://maps.app.goo.gl/TC5jYECs4TenwGv17,False
"Vaidyaratnam Ayurveda College, Ollur",70,"Vaidyaratnam Ayurveda College, Ollur, Thaikkattussery, Thrissur-680 322",Kerala University of Health Sciences,Thrissur,Ayurveda College,Unaided,https://www.google.com/maps/search/?api=1&query=Vaidyaratnam%20Ayurveda%20College%2C%20Ollur%2C%20Thaikkattussery%2C%20Thrissur-680%20322,False
"PSM College of Dental Science and Research, Akkikavu",71,"PSM College of Dental Science and Research, Akkikavu PO, Thrissur 680 519",Kerala University of Health Sciences,Thrissur,Dental College,Unaided,https://maps.app.goo.gl/noU5bYq6yj5YuPF69,False
"CKG Memorial Government College, Perambra",72,"CKG Memorial Government College, Perambra, Kozhikode",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=CKG%20Memorial%20Government%20College%2C%20Perambra%2C%20Kozhikode,False
"Sree Narayana Guru College, Chelannur",73,"Sree Narayana Guru College, Chelannur, Kozhikode - 673616",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20Guru%20College%2C%20Chelannur%2C%20Kozhikode%20-%20673616,False
"Malabar Christian College, Kozhikode",74,"Malabar Christian College, Kozhikode - 673 001",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Malabar%20Christian%20College%2C%20Kozhikode%20-%20673%20001,False
"Farook College, Farook",75,"Farook College, Farook College P.O, Kozhikode - 673632",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/TiNjg7AVDXULd39s6,True
"R. Sankar Memorial SNDP Yogam Arts & Science College, Koyilandy",76,"R. Sankar Memorial S.N.D.P. Yogam Arts & Science College, Koyilandy, Kozhikode-673 305",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=R.%20Sankar%20Memorial%20S.N.D.P.%20Yogam%20Arts%20%26%20Science%20College%2C%20Koyilandy%2C%20Kozhikode-673%20305,False
"Mohamed Abdurahiman Memorial Orphanage College, Mukkam",77,"Mohamed Abdurahiman Memorial Orphanage College, Manassery PO, Mukkam, Kozhikode-673 602",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/8iqvWpvfm2jjqdD76,True
"Providence Women's College, Kozhikode",78,"Providence Women's College, Kozhikode - 673 009",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Providence%20Women%27s%20College%2C%20Kozhikode%20-%20673%20009,False
"AWH Special College, Kallai",79,"AWH Special College, Kallai PO, Kozhikode 673003",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=AWH%20Special%20College%2C%20Kallai%20PO%2C%20Kozhikode%20673003,False
"AV Abdurahiman Haji Arts & Science College, Payyoli",80,"A.V.Abdurahiman Haji Arts & Science College, Payyoli AngadiPO,Meppayur, Kozhikode",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=A.V.Abdurahiman%20Haji%20Arts%20%26%20Science%20College%2C%20Payyoli%20AngadiPO%2CMeppayur%2C%20Kozhikode,False
"MES College, Vatakara",81,"M.E.S College, Vatakara, Villyappally, P.O., Kozhikode - 673542",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=M.E.S%20College%2C%20Vatakara%2C%20Villyappally%2C%20P.O.%2C%20Kozhikode%20-%20673542,False
"Dayapuram Arts & Science College For Women, Kozhikode",82,"Dayapuram Arts & Science College for Women , Dayapuram, NIT CAMPUS (P.O), Kozhikode- 673601",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Dayapuram%20Arts%20%26%20Science%20College%20for%20Women%20%2C%20Dayapuram%2C%20NIT%20CAMPUS%20%28P.O%29%2C%20Kozhikode-%20673601,False
"MET College, Nadapuram",83,"M.E.T College, Nadapuram, Kozhikode - 673 506",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=M.E.T%20College%2C%20Nadapuram%2C%20Kozhikode%20-%20673%20506,False
"Sree Narayana College, Vatakara",84,"Sree Narayana College , Vatakara - Kozhikode-673 101",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20College%20%2C%20Vatakara%20-%20Kozhikode-673%20101,False
"Baithul Izza Arts & Science College, Narikkuni",85,"Baithul Izza Arts & Science College, Narikkuni PO, Kozhikkode-673 585",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/kpmQM1q3God46mbE7,False
"MHES College of Science & Technology, Maniyoor",86,"M.H.E.S College of Science & Technology Cherandathur PO, Maniyoor, Vatakara, Kozhikode",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=M.H.E.S%20College%20of%20Science%20%26%20Technology%20Cherandathur%20PO%2C%20Maniyoor%2C%20Vatakara%2C%20Kozhikode,False
"Ilahiya Arts & Science College, Chengottukavu",87,"Ilahiya Arts & Science College,Chengottukavu, Koyilandy, Kozhikode",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Ilahiya%20Arts%20%26%20Science%20College%2CChengottukavu%2C%20Koyilandy%2C%20Kozhikode,False
"JDT Islam Arts & Science College, Vellimadukunnu",88,"JDT Islam College of Arts & Science, Vellimadukkunnu, Calicut - 673 012",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/fC8RwdFjhAZx3faG8,False
"KMO Arts & Science College, Koduvally",89,"K.M.O Arts & Science College, Koduvally. P. O. Koduvally Kozhikode Dt. 673 572",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/sBA9ajpMKWqakhXCA,False
"MES College, Chathamangalam",90,"MES Arts & Science College, Chathamangalam, I. M. A. Hall Road, Nadakkavu",Calicut University,Kozhikode,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=MES%20Arts%20%26%20Science%20College%2C%20Chathamangalam%2C%20I.%20M.%20A.%20Hall%20Road%2C%20Nadakkavu,False
"Government College, Madappally",91,"Government College, Madapally, P. O. Madapally College, Vatakara-2, Kozhikode- 673 102",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/EER97qrUvtD6A7nq7,False
"Government Arts & Science College, Meenchanda",92,"Government Arts & Science College, Meenchanda, Kozhikode - 673 018",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Arts%20%26%20Science%20College%2C%20Meenchanda%2C%20Kozhikode%20-%20673%20018,False
"SARBTM Government College, Quilandy",93,"SARBTM Government College, Koyilandy, Muchukunnu, Kozhikode- 673 307",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=SARBTM%20Government%20College%2C%20Koyilandy%2C%20Muchukunnu%2C%20Kozhikode-%20673%20307,False
"Government College, Kodenchery",94,"Government College, Kodenchery, Kodenchery P.O, Kozhikode - 673 580",Calicut University,Kozhikode,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/dYiRKdogT2rkbscR9,False
